order_id,time_stamp,supply_id,status
1174,1560265367.0,9263,COMPLETED
1175,1571209802.0,9150,CANCELLED
1176,1573890463.0,9039,COMPLETED
1177,1571766174.0,9263,COMPLETED
1178,1574312568.0,9023,COMPLETED
1179,1575943353.0,9354,COMPLETED
1180,1566958166.0,9734,COMPLETED
1181,1571788312.0,9039,COMPLETED
1182,1560004341.0,9605,COMPLETED
1183,1577807120.0,9242,COMPLETED
1184,1572550096.0,9461,COMPLETED
1185,1546447042.0,9389,COMPLETED
1186,1558955658.0,9146,COMPLETED
1187,1572981374.0,9025,CANCELLED
1188,1552084780.0,9626,COMPLETED
1189,1560535265.0,9121,COMPLETED
1190,1574798412.0,9022,COMPLETED
1191,1570523058.0,9461,COMPLETED
1192,1570859919.0,9076,CANCELLED
1193,1550085073.0,9263,COMPLETED
1194,1575511031.0,9121,COMPLETED
1195,1555836860.0,9476,COMPLETED
1196,1563734218.0,9208,COMPLETED
1197,1576326343.0,9743,COMPLETED
1198,1554343128.0,9146,COMPLETED
1199,1573366298.0,9389,CANCELLED
1200,1548578307.0,9039,COMPLETED
1201,1549656751.0,9263,COMPLETED
1202,1555009462.0,9121,COMPLETED
1203,1552549070.0,9098,CANCELLED
1204,1574031781.0,9549,COMPLETED
1205,1566411760.0,9039,CANCELLED
1206,1558554804.0,9461,COMPLETED
1207,1554714216.0,9355,COMPLETED
1208,1574407797.0,9549,CANCELLED
1209,1569977704.0,9157,COMPLETED
1210,1564673858.0,9025,COMPLETED
1211,1552451845.0,9146,COMPLETED
1212,1572189487.0,9524,COMPLETED
1213,1555299257.0,9146,COMPLETED
1214,1551753493.0,9101,COMPLETED
1215,1562068880.0,9138,COMPLETED
1216,1552899045.0,9208,CANCELLED
1217,1574566110.0,9626,COMPLETED
1218,1576437183.0,9477,CANCELLED
1219,1552718637.0,9389,COMPLETED
1220,1566106992.0,9039,COMPLETED
1221,1556977855.0,9101,COMPLETED
1222,1552427304.0,9264,COMPLETED
1223,1562720680.0,9743,COMPLETED
1224,1556703277.0,9626,COMPLETED
1225,1572671241.0,9605,COMPLETED
1226,1561844806.0,9682,COMPLETED
1227,1562337784.0,9355,COMPLETED
1228,1558417923.0,9461,CANCELLED
1229,1574399928.0,9076,CANCELLED
1230,1573796538.0,9227,COMPLETED
1231,1566460850.0,9682,CANCELLED
1232,1561794881.0,9605,COMPLETED
1233,1564570230.0,9778,COMPLETED
1234,1576160390.0,9354,COMPLETED
1235,1564138237.0,9009,COMPLETED
1236,1570820472.0,9151,COMPLETED
1237,1547220333.0,9157,COMPLETED
1238,1577512778.0,9022,COMPLETED
1239,1551168245.0,9365,COMPLETED
1240,1557368946.0,9227,COMPLETED
1241,1568228851.0,9461,COMPLETED
1242,1569886989.0,9476,CANCELLED
1243,1555228397.0,9743,COMPLETED
1244,1548961305.0,9365,COMPLETED
1245,1552255888.0,9476,CANCELLED
1246,1553179911.0,9461,COMPLETED
1247,1574253047.0,9098,CANCELLED
1248,1568371715.0,9355,COMPLETED
1249,1562427337.0,9734,COMPLETED
1250,1559292946.0,9524,CANCELLED
1251,1558551317.0,9355,CANCELLED
1252,1554230006.0,9157,CANCELLED
1253,1576414555.0,9157,CANCELLED
1254,1554026672.0,9098,CANCELLED
1255,1559740089.0,9227,COMPLETED
1256,1569114404.0,9734,COMPLETED
1257,1575410462.0,9574,CANCELLED
1258,1558515742.0,9574,COMPLETED
1259,1550894470.0,9263,COMPLETED
1260,1569410723.0,9602,COMPLETED
1261,1547642914.0,9461,COMPLETED
1262,1556126946.0,9022,CANCELLED
1263,1559134353.0,9263,COMPLETED
1264,1577088696.0,9778,COMPLETED
1265,1577411764.0,9757,CANCELLED
1266,1561474516.0,9098,COMPLETED
1267,1549304306.0,9354,COMPLETED
1268,1557982905.0,9477,COMPLETED
1269,1561109255.0,9365,COMPLETED
1270,1564152915.0,9022,CANCELLED
1271,1565664382.0,9101,CANCELLED
1272,1552618447.0,9039,CANCELLED
1273,1552434789.0,9605,COMPLETED
1274,1555729902.0,9389,COMPLETED
1275,1574961250.0,9549,COMPLETED
1276,1569017310.0,9602,CANCELLED
1277,1548905936.0,9009,COMPLETED
1278,1565140366.0,9524,CANCELLED
1279,1554638277.0,9098,CANCELLED
1280,1561789936.0,9549,COMPLETED
1281,1568829831.0,9125,COMPLETED
1282,1558604773.0,9461,COMPLETED
1283,1573054808.0,9355,CANCELLED
1284,1563068478.0,9484,COMPLETED
1285,1576187145.0,9157,COMPLETED
1286,1557089555.0,9626,COMPLETED
1287,1559855841.0,9574,COMPLETED
1288,1561733269.0,9778,CANCELLED
1289,1553296398.0,9574,CANCELLED
1290,1572245405.0,9461,CANCELLED
1291,1550359165.0,9146,COMPLETED
1292,1577323233.0,9549,COMPLETED
1293,1559272036.0,9476,COMPLETED
1294,1569491822.0,9150,CANCELLED
1295,1548876789.0,9757,COMPLETED
1296,1573474588.0,9549,CANCELLED
1297,1565400751.0,9778,CANCELLED
1298,1563873872.0,9484,COMPLETED
1299,1554752004.0,9022,COMPLETED
1300,1553876910.0,9682,COMPLETED
1301,1567741317.0,9023,COMPLETED
1302,1550338012.0,9474,COMPLETED
1303,1555901086.0,9121,CANCELLED
1304,1555634353.0,9474,COMPLETED
1305,1552904163.0,9474,CANCELLED
1306,1547388233.0,9549,COMPLETED
1307,1566219180.0,9682,COMPLETED
1308,1547561653.0,9023,COMPLETED
1309,1575917971.0,9263,COMPLETED
1310,1550147991.0,9626,CANCELLED
1311,1564265173.0,9757,CANCELLED
1312,1559272483.0,9757,COMPLETED
1313,1547546006.0,9009,COMPLETED
1314,1563528255.0,9039,COMPLETED
1315,1562788564.0,9009,CANCELLED
1316,1548496167.0,9574,COMPLETED
1317,1558929983.0,9474,COMPLETED
1318,1551260171.0,9524,COMPLETED
1319,1573806576.0,9682,COMPLETED
1320,1565049944.0,9778,CANCELLED
1321,1557939649.0,9484,COMPLETED
1322,1556123199.0,9354,COMPLETED
1323,1552196392.0,9476,CANCELLED
1324,1558627506.0,9263,CANCELLED
1325,1563906698.0,9626,CANCELLED
1326,1554498265.0,9076,COMPLETED
1327,1558850425.0,9778,COMPLETED
1328,1569790489.0,9778,COMPLETED
1329,1553947474.0,9743,COMPLETED
1330,1564791098.0,9098,CANCELLED
1331,1562074723.0,9098,COMPLETED
1332,1559761607.0,9263,COMPLETED
1333,1572879611.0,9477,COMPLETED
1334,1573605039.0,9025,CANCELLED
1335,1549457360.0,9605,COMPLETED
1336,1563983583.0,9150,CANCELLED
1337,1559744113.0,9022,COMPLETED
1338,1564341474.0,9098,COMPLETED
1339,1561617765.0,9484,CANCELLED
1340,1560121147.0,9549,CANCELLED
1341,1551563708.0,9098,COMPLETED
1342,1548873804.0,9157,COMPLETED
1343,1562983864.0,9461,COMPLETED
1344,1574271800.0,9138,COMPLETED
1345,1553175317.0,9025,COMPLETED
1346,1576153315.0,9365,COMPLETED
1347,1570896884.0,9682,CANCELLED
1348,1561256457.0,9227,COMPLETED
1349,1566657928.0,9524,COMPLETED
1350,1571005784.0,9151,COMPLETED
1351,1570398011.0,9025,CANCELLED
1352,1566410480.0,9355,COMPLETED
1353,1577431874.0,9757,COMPLETED
1354,1549331867.0,9151,COMPLETED
1355,1562232613.0,9477,COMPLETED
1356,1564863040.0,9477,CANCELLED
1357,1575639521.0,9101,CANCELLED
1358,1570085478.0,9549,COMPLETED
1359,1571178969.0,9039,COMPLETED
1360,1554311388.0,9743,COMPLETED
1361,1546884733.0,9150,COMPLETED
1362,1574831565.0,9757,COMPLETED
1363,1550305958.0,9461,COMPLETED
1364,1557690906.0,9150,COMPLETED
1365,1555698271.0,9734,CANCELLED
1366,1571093533.0,9389,COMPLETED
1367,1571167078.0,9009,COMPLETED
1368,1561347751.0,9461,COMPLETED
1369,1550335581.0,9098,CANCELLED
1370,1575106855.0,9264,COMPLETED
1371,1557997931.0,9605,COMPLETED
1372,1552760603.0,9039,COMPLETED
1373,1553225757.0,9009,CANCELLED
1374,1558635227.0,9549,COMPLETED
1375,1565639934.0,9757,COMPLETED
1376,1550301995.0,9524,COMPLETED
1377,1566002891.0,9025,COMPLETED
1378,1559750553.0,9150,COMPLETED
1379,1549927461.0,9009,COMPLETED
1380,1568247288.0,9778,CANCELLED
1381,1577381756.0,9263,COMPLETED
1382,1560795366.0,9125,COMPLETED
1383,1559812911.0,9354,COMPLETED
1384,1567300450.0,9076,CANCELLED
1385,1546946341.0,9025,COMPLETED
1386,1570457763.0,9023,COMPLETED
1387,1576135732.0,9146,CANCELLED
1388,1559029846.0,9009,COMPLETED
1389,1547300344.0,9022,COMPLETED
1390,1548024943.0,9734,CANCELLED
1391,1555091665.0,9355,COMPLETED
1392,1569148028.0,9264,COMPLETED
1393,1547893671.0,9354,COMPLETED
1394,1562958996.0,9151,COMPLETED
1395,1573839244.0,9146,COMPLETED
1396,1561286648.0,9076,COMPLETED
1397,1568486365.0,9264,COMPLETED
1398,1560004902.0,9138,COMPLETED
1399,1553930136.0,9476,COMPLETED
1400,1554115338.0,9263,COMPLETED
1401,1572664141.0,9025,CANCELLED
1402,1555309253.0,9125,CANCELLED
1403,1567445344.0,9682,CANCELLED
1404,1555681138.0,9025,CANCELLED
1405,1572681513.0,9365,COMPLETED
1406,1568973866.0,9355,CANCELLED
1407,1546745580.0,9150,COMPLETED
1408,1546458557.0,9138,COMPLETED
1409,1562153175.0,9022,CANCELLED
1410,1547805064.0,9474,COMPLETED
1411,1554588605.0,9242,COMPLETED
1412,1568740376.0,9474,COMPLETED
1413,1575078766.0,9743,COMPLETED
1414,1558638187.0,9477,COMPLETED
1415,1559212511.0,9524,COMPLETED
1416,1563999026.0,9138,CANCELLED
1417,1577753736.0,9076,COMPLETED
1418,1575689036.0,9227,CANCELLED
1419,1554076991.0,9743,COMPLETED
1420,1563770892.0,9389,COMPLETED
1421,1569278114.0,9524,CANCELLED
1422,1572749395.0,9157,CANCELLED
1423,1549078735.0,9461,COMPLETED
1424,1571686909.0,9025,CANCELLED
1425,1555880452.0,9477,COMPLETED
1426,1576955355.0,9039,COMPLETED
1427,1560384767.0,9208,COMPLETED
1428,1565093165.0,9146,COMPLETED
1429,1561706056.0,9151,COMPLETED
1430,1562198257.0,9125,CANCELLED
1431,1562235874.0,9484,CANCELLED
1432,1550740827.0,9101,CANCELLED
1433,1559484359.0,9365,COMPLETED
1434,1553854855.0,9098,COMPLETED
1435,1565663531.0,9682,CANCELLED
1436,1576605494.0,9023,COMPLETED
1437,1570879699.0,9022,COMPLETED
1438,1570536211.0,9484,COMPLETED
1439,1572100343.0,9150,CANCELLED
1440,1576577649.0,9474,CANCELLED
1441,1575726798.0,9022,COMPLETED
1442,1546969923.0,9121,COMPLETED
1443,1548091006.0,9039,COMPLETED
1444,1562766311.0,9138,CANCELLED
1445,1558367654.0,9474,CANCELLED
1446,1560653961.0,9389,COMPLETED
1447,1550266732.0,9743,COMPLETED
1448,1564672933.0,9157,COMPLETED
1449,1560865727.0,9146,COMPLETED
1450,1558783615.0,9474,COMPLETED
1451,1577656982.0,9121,CANCELLED
1452,1550542312.0,9151,COMPLETED
1453,1553408218.0,9354,COMPLETED
1454,1573521455.0,9354,CANCELLED
1455,1558360881.0,9474,CANCELLED
1456,1570261524.0,9025,CANCELLED
1457,1564691103.0,9076,COMPLETED
1458,1551677309.0,9023,COMPLETED
1459,1552764174.0,9757,CANCELLED
1460,1575820274.0,9151,COMPLETED
1461,1568715525.0,9477,COMPLETED
1462,1568834160.0,9023,COMPLETED
1463,1577329386.0,9354,CANCELLED
1464,1576103901.0,9682,COMPLETED
1465,1577241196.0,9025,COMPLETED
1466,1562898864.0,9461,COMPLETED
1467,1563020236.0,9626,COMPLETED
1468,1576748251.0,9098,CANCELLED
1469,1571805880.0,9778,CANCELLED
1470,1572162089.0,9757,CANCELLED
1471,1558486135.0,9605,COMPLETED
1472,1556315948.0,9477,COMPLETED
1473,1553133567.0,9354,COMPLETED
1474,1550501247.0,9157,COMPLETED
1475,1577631293.0,9549,COMPLETED
1476,1557205331.0,9549,CANCELLED
1477,1549771328.0,9121,CANCELLED
1478,1555341541.0,9263,CANCELLED
1479,1556503298.0,9389,CANCELLED
1480,1557242593.0,9474,COMPLETED
1481,1556439546.0,9602,COMPLETED
1482,1552208611.0,9150,COMPLETED
1483,1565296420.0,9150,COMPLETED
1484,1555859940.0,9682,COMPLETED
1485,1567068024.0,9355,COMPLETED
1486,1556956562.0,9778,COMPLETED
1487,1555092629.0,9484,COMPLETED
1488,1550928625.0,9365,COMPLETED
1489,1568012640.0,9474,COMPLETED
1490,1552616044.0,9355,COMPLETED
1491,1546858530.0,9009,COMPLETED
1492,1562818210.0,9574,COMPLETED
1493,1564010494.0,9477,CANCELLED
1494,1563079087.0,9098,COMPLETED
1495,1573734056.0,9151,CANCELLED
1496,1554182465.0,9157,CANCELLED
1497,1551565717.0,9098,COMPLETED
1498,1563761785.0,9461,CANCELLED
1499,1569280545.0,9125,COMPLETED
1500,1561726355.0,9146,COMPLETED
1501,1555382621.0,9009,COMPLETED
1502,1563494187.0,9734,CANCELLED
1503,1563279463.0,9734,COMPLETED
1504,1549964185.0,9389,COMPLETED
1505,1553053357.0,9743,COMPLETED
1506,1564134161.0,9157,COMPLETED
1507,1569373554.0,9098,COMPLETED
1508,1546332345.0,9009,CANCELLED
1509,1556958554.0,9484,CANCELLED
1510,1556049017.0,9484,CANCELLED
1511,1550480354.0,9208,COMPLETED
1512,1574563264.0,9025,COMPLETED
1513,1561728025.0,9263,COMPLETED
1514,1547298017.0,9682,COMPLETED
1515,1555744959.0,9157,COMPLETED
1516,1567739594.0,9355,COMPLETED
1517,1555484138.0,9778,COMPLETED
1518,1556416847.0,9025,COMPLETED
1519,1565459611.0,9602,COMPLETED
1520,1555945487.0,9354,CANCELLED
1521,1551690894.0,9474,CANCELLED
1522,1568624304.0,9039,COMPLETED
1523,1573324748.0,9757,COMPLETED
1524,1572678838.0,9227,COMPLETED
1525,1558686099.0,9151,CANCELLED
1526,1568209310.0,9263,COMPLETED
1527,1564507655.0,9242,COMPLETED
1528,1553288995.0,9549,CANCELLED
1529,1547862757.0,9355,COMPLETED
1530,1549957802.0,9365,CANCELLED
1531,1557144109.0,9549,COMPLETED
1532,1547191947.0,9125,CANCELLED
1533,1574226089.0,9138,COMPLETED
1534,1566198339.0,9461,CANCELLED
1535,1553028067.0,9355,CANCELLED
1536,1556058932.0,9263,CANCELLED
1537,1573446204.0,9365,CANCELLED
1538,1570148375.0,9264,COMPLETED
1539,1564620259.0,9157,COMPLETED
1540,1562056049.0,9605,CANCELLED
1541,1554987778.0,9365,COMPLETED
1542,1556623466.0,9242,CANCELLED
1543,1575229249.0,9022,COMPLETED
1544,1555034599.0,9743,COMPLETED
1545,1548946673.0,9098,COMPLETED
1546,1546461843.0,9125,CANCELLED
1547,1572304253.0,9602,COMPLETED
1548,1553914874.0,9602,COMPLETED
1549,1553137133.0,9208,CANCELLED
1550,1568488586.0,9461,CANCELLED
1551,1556810089.0,9477,COMPLETED
1552,1547336476.0,9150,COMPLETED
1553,1576307550.0,9477,COMPLETED
1554,1573396053.0,9151,COMPLETED
1555,1557785542.0,9157,COMPLETED
1556,1567448771.0,9264,COMPLETED
1557,1551152490.0,9101,CANCELLED
1558,1561915028.0,9626,COMPLETED
1559,1561064680.0,9138,CANCELLED
1560,1566009215.0,9524,COMPLETED
1561,1565372650.0,9389,COMPLETED
1562,1557097361.0,9227,COMPLETED
1563,1559252807.0,9389,CANCELLED
1564,1555503951.0,9743,CANCELLED
1565,1558282649.0,9461,COMPLETED
1566,1566322847.0,9242,CANCELLED
1567,1573384735.0,9355,COMPLETED
1568,1571770049.0,9524,COMPLETED
1569,1547424547.0,9023,COMPLETED
1570,1560641013.0,9757,CANCELLED
1571,1575471307.0,9023,CANCELLED
1572,1553167295.0,9076,COMPLETED
1573,1565783865.0,9101,COMPLETED
1574,1564310481.0,9101,COMPLETED
1575,1575906439.0,9264,CANCELLED
1576,1567609194.0,9150,CANCELLED
1577,1567390177.0,9743,COMPLETED
1578,1575281376.0,9354,COMPLETED
1579,1569315560.0,9242,CANCELLED
1580,1558208063.0,9039,COMPLETED
1581,1573697545.0,9208,CANCELLED
1582,1552448649.0,9461,CANCELLED
1583,1566294305.0,9549,COMPLETED
1584,1563837676.0,9121,CANCELLED
1585,1571672171.0,9757,COMPLETED
1586,1576756903.0,9009,COMPLETED
1587,1556382700.0,9076,COMPLETED
1588,1573915790.0,9101,COMPLETED
1589,1560725246.0,9524,COMPLETED
1590,1575925730.0,9101,COMPLETED
1591,1567234223.0,9157,CANCELLED
1592,1577135668.0,9150,CANCELLED
1593,1571374435.0,9242,CANCELLED
1594,1573361995.0,9365,COMPLETED
1595,1564150882.0,9208,COMPLETED
1596,1565293346.0,9098,COMPLETED
1597,1576432441.0,9125,CANCELLED
1598,1563531965.0,9626,CANCELLED
1599,1549595253.0,9602,COMPLETED
1600,1560676799.0,9477,CANCELLED
1601,1559859382.0,9389,COMPLETED
1602,1573443599.0,9157,COMPLETED
1603,1562905996.0,9474,COMPLETED
1604,1552885478.0,9125,COMPLETED
1605,1567801628.0,9039,COMPLETED
1606,1568290394.0,9125,CANCELLED
1607,1548000580.0,9477,COMPLETED
1608,1574279782.0,9602,COMPLETED
1609,1574227136.0,9146,COMPLETED
1610,1564579630.0,9605,COMPLETED
1611,1572682679.0,9484,COMPLETED
1612,1550082368.0,9125,COMPLETED
1613,1570922191.0,9626,COMPLETED
1614,1562467848.0,9025,CANCELLED
1615,1573835537.0,9009,CANCELLED
1616,1549762688.0,9125,CANCELLED
1617,1553240803.0,9138,COMPLETED
1618,1562525668.0,9524,COMPLETED
1619,1564745724.0,9743,COMPLETED
1620,1564239912.0,9389,COMPLETED
1621,1551115859.0,9365,CANCELLED
1622,1548591336.0,9743,CANCELLED
1623,1562481530.0,9365,CANCELLED
1624,1575649781.0,9138,COMPLETED
1625,1557912844.0,9023,COMPLETED
1626,1549949491.0,9365,CANCELLED
1627,1547628352.0,9682,CANCELLED
1628,1566802769.0,9025,COMPLETED
1629,1558735416.0,9365,COMPLETED
1630,1572107515.0,9150,CANCELLED
1631,1561484579.0,9125,CANCELLED
1632,1571839967.0,9484,CANCELLED
1633,1549997621.0,9574,COMPLETED
1634,1574754536.0,9757,CANCELLED
1635,1550299743.0,9227,CANCELLED
1636,1563005669.0,9476,COMPLETED
1637,1569480958.0,9098,CANCELLED
1638,1555610196.0,9476,COMPLETED
1639,1572655059.0,9076,COMPLETED
1640,1568925865.0,9743,CANCELLED
1641,1563168863.0,9354,CANCELLED
1642,1563897142.0,9461,COMPLETED
1643,1547432976.0,9076,COMPLETED
1644,1561287322.0,9626,COMPLETED
1645,1565015799.0,9157,COMPLETED
1646,1573978716.0,9682,COMPLETED
1647,1573723118.0,9101,COMPLETED
1648,1555170978.0,9778,CANCELLED
1649,1566214527.0,9626,CANCELLED
1650,1569312343.0,9151,COMPLETED
1651,1568620871.0,9125,COMPLETED
1652,1570518995.0,9365,COMPLETED
1653,1576286258.0,9605,CANCELLED
1654,1560752879.0,9461,COMPLETED
1655,1573301367.0,9757,COMPLETED
1656,1555717694.0,9138,COMPLETED
1657,1577408187.0,9151,COMPLETED
1658,1573846601.0,9150,COMPLETED
1659,1557454032.0,9626,CANCELLED
1660,1572336241.0,9484,COMPLETED
1661,1558640999.0,9484,COMPLETED
1662,1560909734.0,9023,CANCELLED
1663,1571377021.0,9146,COMPLETED
1664,1573773712.0,9476,CANCELLED
1665,1559540125.0,9121,COMPLETED
1666,1552732031.0,9264,COMPLETED
1667,1577374640.0,9476,COMPLETED
1668,1569760356.0,9264,COMPLETED
1669,1556280392.0,9146,COMPLETED
1670,1573739972.0,9484,CANCELLED
1671,1574009624.0,9743,COMPLETED
1672,1565077944.0,9355,COMPLETED
1673,1557885353.0,9098,COMPLETED
1674,1547716877.0,9146,COMPLETED
1675,1577270880.0,9354,CANCELLED
1676,1557207315.0,9574,COMPLETED
1677,1564005177.0,9484,CANCELLED
1678,1560284981.0,9757,CANCELLED
1679,1549021618.0,9208,CANCELLED
1680,1568009847.0,9626,COMPLETED
1681,1552353884.0,9734,CANCELLED
1682,1549336082.0,9484,COMPLETED
1683,1566594076.0,9039,CANCELLED
1684,1558664075.0,9626,COMPLETED
1685,1554512699.0,9355,CANCELLED
1686,1566260503.0,9602,COMPLETED
1687,1548236046.0,9039,CANCELLED
1688,1564813397.0,9025,COMPLETED
1689,1549975779.0,9355,CANCELLED
1690,1559769695.0,9524,COMPLETED
1691,1546726898.0,9778,CANCELLED
1692,1565379831.0,9477,COMPLETED
1693,1552479425.0,9549,CANCELLED
1694,1568805326.0,9626,COMPLETED
1695,1554694474.0,9365,CANCELLED
1696,1555400233.0,9208,COMPLETED
1697,1551503831.0,9389,CANCELLED
1698,1556413956.0,9023,COMPLETED
